"tanggal","pm10","so2","co","o3","no2","max","critical","categori","lokasi_spku"
"8/20/2020","62","30","18","64","13","64","o3","SEDANG","DKI3"
"8/21/2020","71","32","10","58","10","71","pm10","SEDANG","DKI4"
"8/22/2020","84","31","20","63","16","84","pm10","SEDANG","DKI4"
"8/23/2020","72","33","27","88","14","88","o3","SEDANG","DKI5"
"8/24/2020","79","31","17","68","14","79","pm10","SEDANG","DKI4"
"8/25/2020","74","33","13","75","17","75","o3","SEDANG","DKI5"
"8/26/2020","63","31","9","100","11","100","o3","SEDANG","DKI5"
"8/27/2020","57","31","10","80","11","80","o3","SEDANG","DKI5"
"8/28/2020","84","33","15","67","16","84","pm10","SEDANG","DKI4"
"8/29/2020","70","33","12","71","12","71","o3","SEDANG","DKI5"
"8/30/2020","74","33","15","79","10","79","o3","SEDANG","DKI5"
"8/31/2020","69","33","13","134","14","134","o3","TIDAK SEHAT","DKI5"
"4/1/2020","51","25","35","129","10","129","o3","TIDAK SEHAT","DKI5"
"4/2/2020","55","25","22","57","7","57","o3","SEDANG","DKI2"
"4/3/2020","55","27","22","62","6","62","o3","SEDANG","DKI2"
"4/4/2020","66","28","25","83","7","83","o3","SEDANG","DKI2"
"4/5/2020","66","28","19","103","8","103","o3","TIDAK SEHAT","DKI5"
"4/6/2020","56","26","29","73","9","73","o3","SEDANG","DKI5"
"4/7/2020","42","25","23","56","9","56","o3","SEDANG","DKI5"
"4/8/2020","33","26","13","69","7","69","o3","SEDANG","DKI5"
"4/9/2020","59","28","19","73","10","73","o3","SEDANG","DKI5"
"4/10/2020","65","27","26","132","12","132","o3","TIDAK SEHAT","DKI5"
"4/11/2020","109","27","18","135","6","135","o3","TIDAK SEHAT","DKI5"
"4/12/2020","82","27","31","136","13","136","o3","TIDAK SEHAT","DKI5"
"4/13/2020","52","26","17","86","9","86","o3","SEDANG","DKI5"
"4/14/2020","54","28","22","109","10","109","o3","TIDAK SEHAT","DKI5"
"4/15/2020","57","27","19","109","11","109","o3","TIDAK SEHAT","DKI5"
"4/16/2020","60","27","17","87","13","87","o3","SEDANG","DKI5"
"4/17/2020","60","27","19","92","11","92","o3","SEDANG","DKI3"
"4/18/2020","53","28","15","100","10","100","o3","SEDANG","DKI5"
"4/19/2020","73","29","20","147","14","147","o3","TIDAK SEHAT","DKI5"
"4/20/2020","78","28","20","116","9","116","o3","TIDAK SEHAT","DKI5"
"4/21/2020","69","28","17","59","10","69","pm10","SEDANG","DKI4"
"4/22/2020","111","31","26","75","11","111","pm10","TIDAK SEHAT","DKI4"
"4/23/2020","66","27","17","88","9","88","o3","SEDANG","DKI5"
"4/24/2020","71","27","22","70","8","71","pm10","SEDANG","DKI4"
"4/25/2020","64","26","29","77","9","77","o3","SEDANG","DKI5"
"4/26/2020","75","26","23","101","10","101","o3","TIDAK SEHAT","DKI5"
"4/27/2020","51","25","18","131","8","131","o3","TIDAK SEHAT","DKI5"
"4/28/2020","59","20","22","82","13","82","o3","SEDANG","DKI5"
"4/29/2020","67","25","19","85","11","85","o3","SEDANG","DKI5"
"4/30/2020","80","22","37","77","17","80","pm10","SEDANG","DKI4"
"2/1/2020","57","30","39","73","14","73","o3","SEDANG","DKI5"
"2/2/2020","52","30","35","64","12","64","o3","SEDANG","DKI5"
"2/3/2020","59","30","50","46","15","59","pm10","SEDANG","DKI4"
"2/4/2020","43","30","53","51","14","53","co","SEDANG","DKI3"
"2/5/2020","67","30","57","52","12","67","pm10","SEDANG","DKI3"
"2/6/2020","63","30","26","50","18","63","pm10","SEDANG","DKI2"
"2/7/2020","55","28","28","50","16","55","pm10","SEDANG","DKI5"
"2/8/2020","74","30","24","67","12","74","pm10","SEDANG","DKI4"
"2/9/2020","48","30","35","50","12","50","o3","BAIK","DKI5"
"2/10/2020","51","31","27","91","15","91","o3","SEDANG","DKI2"
"2/11/2020","75","32","26","98","16","98","o3","SEDANG","DKI4"
"2/12/2020","65","35","19","126","19","126","o3","TIDAK SEHAT","DKI3"
"2/13/2020","63","33","23","83","20","83","o3","SEDANG","DKI5"
"2/14/2020","81","33","36","60","18","81","pm10","SEDANG","DKI4"
"2/15/2020","74","26","51","191","17","191","o3","TIDAK SEHAT","DKI4"
"2/16/2020","70","23","35","118","16","118","o3","TIDAK SEHAT","DKI4"
"2/17/2020","43","21","30","170","12","170","o3","TIDAK SEHAT","DKI4"
"2/18/2020","62","30","55","182","15","182","o3","TIDAK SEHAT","DKI5"
"2/19/2020","54","22","28","62","11","62","o3","SEDANG","DKI5"
"2/20/2020","43","20","21","73","13","73","o3","SEDANG","DKI5"
"2/21/2020","35","20","25","80","14","80","o3","SEDANG","DKI4"
"2/22/2020","58","19","75","85","13","85","o3","SEDANG","DKI4"
"2/23/2020","39","15","37","88","9","88","o3","SEDANG","DKI5"
"2/24/2020","32","19","21","89","9","89","o3","SEDANG","DKI5"
"2/25/2020","40","19","25","92","13","92","o3","SEDANG","DKI4"
"2/26/2020","52","19","27","89","13","89","o3","SEDANG","DKI4"
"2/27/2020","54","18","40","84","13","84","o3","SEDANG","DKI4"
"2/28/2020","56","21","33","121","16","121","o3","TIDAK SEHAT","DKI5"
"2/29/2020","64","22","52","144","13","144","o3","TIDAK SEHAT","DKI5"
"1/1/2020","38","36","25","46","9","46","o3","BAIK","DKI5"
"1/2/2020","45","36","39","102","8","102","o3","TIDAK SEHAT","DKI5"
"1/3/2020","51","37","27","63","10","63","o3","SEDANG","DKI5"
"1/4/2020","51","38","19","85","10","85","o3","SEDANG","DKI5"
"1/5/2020","52","39","25","62","9","62","o3","SEDANG","DKI5"
"1/6/2020","62","37","39","64","9","64","o3","SEDANG","DKI5"
"1/7/2020","50","38","39","66","11","66","o3","SEDANG","DKI5"
"1/8/2020","52","40","22","70","11","70","o3","SEDANG","DKI5"
"1/9/2020","82","38","58","71","13","82","pm10","SEDANG","DKI4"
"1/10/2020","44","37","27","47","9","47","o3","BAIK","DKI5"
"1/11/2020","44","38","25","80","9","80","o3","SEDANG","DKI5"
"1/12/2020","43","38","17","46","5","46","o3","BAIK","DKI5"
"1/13/2020","42","38","15","51","8","51","o3","SEDANG","DKI4"
"1/14/2020","40","32","17","48","9","48","o3","BAIK","DKI4"
"1/15/2020","44","29","16","63","9","63","o3","SEDANG","DKI3"
"1/16/2020","70","60","41","78","12","78","o3","SEDANG","DKI3"
"1/17/2020","86","34","40","125","20","125","o3","TIDAK SEHAT","DKI4"
"1/18/2020","59","30","25","75","7","75","o3","SEDANG","DKI4"
"1/19/2020","76","34","71","110","15","110","o3","TIDAK SEHAT","DKI3"
"1/20/2020","56","31","20","65","9","65","o3","SEDANG","DKI3"
"1/21/2020","62","36","41","50","15","62","pm10","SEDANG","DKI3"
"1/22/2020","82","36","43","64","15","82","pm10","SEDANG","DKI4"
"1/23/2020","60","32","29","59","18","60","pm10","SEDANG","DKI4"
"1/24/2020","71","30","31","44","13","71","pm10","SEDANG","DKI4"
"1/25/2020","40","29","34","80","12","80","o3","SEDANG","DKI5"
"1/26/2020","63","30","51","89","11","89","o3","SEDANG","DKI5"
"1/27/2020","48","30","29","83","13","83","o3","SEDANG","DKI2"
"1/28/2020","72","31","39","74","17","74","o3","SEDANG","DKI3"
"1/29/2020","70","30","42","92","19","92","o3","SEDANG","DKI4"
"1/30/2020","38","30","21","80","20","80","o3","SEDANG","DKI4"
"1/31/2020","56","30","27","54","16","56","pm10","SEDANG","DKI4"
"7/1/2020","74","29","15","94","14","94","o3","SEDANG","DKI5"
"7/2/2020","79","24","20","71","13","79","pm10","SEDANG","DKI2"
"7/3/2020","58","27","23","88","14","88","o3","SEDANG","DKI3"
"7/4/2020","70","23","16","71","14","71","o3","SEDANG","DKI3"
"7/5/2020","67","24","16","57","12","67","pm10","SEDANG","DKI4"
"7/6/2020","75","39","16","66","16","75","pm10","SEDANG","DKI2"
"7/7/2020","57","30","15","63","16","63","o3","SEDANG","DKI5"
"7/8/2020","69","28","15","90","15","90","o3","SEDANG","DKI5"
"7/9/2020","60","22","14","102","12","102","o3","TIDAK SEHAT","DKI2"
"7/10/2020","70","24","21","113","19","113","o3","TIDAK SEHAT","DKI3"
"7/11/2020","86","23","20","111","16","111","o3","TIDAK SEHAT","DKI3"
"7/12/2020","68","22","24","79","9","79","o3","SEDANG","DKI5"
"7/13/2020","68","25","20","71","13","71","o3","SEDANG","DKI3"
"7/14/2020","69","23","15","71","16","71","o3","SEDANG","DKI2"
"7/15/2020","63","22","14","51","12","63","pm10","SEDANG","DKI4"
"7/16/2020","55","27","13","52","11","55","pm10","SEDANG","DKI2"
"7/17/2020","66","31","17","68","14","68","o3","SEDANG","DKI5"
"7/18/2020","59","25","17","84","15","84","o3","SEDANG","DKI5"
"7/19/2020","71","25","21","90","10","90","o3","SEDANG","DKI5"
"7/20/2020","66","20","14","119","12","119","o3","TIDAK SEHAT","DKI5"
"7/21/2020","87","24","48","95","14","95","o3","SEDANG","DKI5"
"7/22/2020","63","23","20","75","15","75","o3","SEDANG","DKI5"
"7/23/2020","63","25","15","130","11","130","o3","TIDAK SEHAT","DKI5"
"7/24/2020","67","24","18","98","13","98","o3","SEDANG","DKI5"
"7/25/2020","69","24","13","92","11","92","o3","SEDANG","DKI5"
"7/26/2020","62","26","11","79","10","79","o3","SEDANG","DKI3"
"7/27/2020","67","31","12","89","12","89","o3","SEDANG","DKI5"
"7/28/2020","71","24","21","160","14","160","o3","TIDAK SEHAT","DKI5"
"7/29/2020","67","24","17","164","14","164","o3","TIDAK SEHAT","DKI5"
"7/30/2020","76","24","14","136","14","136","o3","TIDAK SEHAT","DKI3"
"7/31/2020","68","25","13","115","14","115","o3","TIDAK SEHAT","DKI2"
"6/1/2020","61","23","22","69","10","69","o3","SEDANG","DKI5"
"6/2/2020","50","22","20","57","8","57","o3","SEDANG","DKI5"
"6/3/2020","47","21","14","48","11","48","o3","BAIK","DKI5"
"6/4/2020","56","31","18","41","11","56","pm10","SEDANG","DKI3"
"6/5/2020","62","24","17","96","12","96","o3","SEDANG","DKI5"
"6/6/2020","69","24","16","98","14","98","o3","SEDANG","DKI5"
"6/7/2020","66","26","19","96","15","96","o3","SEDANG","DKI3"
"6/8/2020","72","23","23","56","12","72","pm10","SEDANG","DKI4"
"6/9/2020","81","24","38","61","13","81","pm10","SEDANG","DKI4"
"6/10/2020","67","21","24","61","14","67","pm10","SEDANG","DKI1"
"6/11/2020","63","24","17","79","10","79","o3","SEDANG","DKI5"
"6/12/2020","55","22","14","97","13","97","o3","SEDANG","DKI5"
"6/13/2020","68","24","14","99","12","99","o3","SEDANG","DKI5"
"6/14/2020","64","30","17","97","12","97","o3","SEDANG","DKI5"
"6/15/2020","76","23","18","95","13","95","o3","SEDANG","DKI5"
"6/16/2020","74","24","24","59","11","74","pm10","SEDANG","DKI4"
"6/17/2020","74","23","20","73","12","74","pm10","SEDANG","DKI2"
"6/18/2020","67","24","20","79","9","79","o3","SEDANG","DKI5"
"6/19/2020","57","22","14","75","11","75","o3","SEDANG","DKI5"
"6/20/2020","73","23","20","92","17","92","o3","SEDANG","DKI5"
"6/21/2020","67","22","17","90","10","90","o3","SEDANG","DKI5"
"6/22/2020","71","25","19","69","11","71","pm10","SEDANG","DKI3"
"6/23/2020","58","22","21","70","15","70","o3","SEDANG","DKI2"
"6/24/2020","58","22","16","124","19","124","o3","TIDAK SEHAT","DKI2"
"6/25/2020","80","25","53","85","23","85","o3","SEDANG","DKI5"
"6/26/2020","78","24","23","97","19","97","o3","SEDANG","DKI5"
"6/27/2020","75","25","18","69","14","75","pm10","SEDANG","DKI2"
"6/28/2020","80","25","16","81","11","81","o3","SEDANG","DKI3"
"6/29/2020","78","24","15","90","15","90","o3","SEDANG","DKI5"
"6/30/2020","79","24","18","86","15","86","o3","SEDANG","DKI5"
"5/1/2020","55","26","21","83","10","83","o3","SEDANG","DKI5"
"5/2/2020","36","22","12","80","9","80","o3","SEDANG","DKI5"
"5/3/2020","65","34","35","49","11","65","pm10","SEDANG","DKI5"
"5/4/2020","53","21","14","75","8","75","o3","SEDANG","DKI5"
"5/5/2020","53","22","18","73","9","73","o3","SEDANG","DKI5"
"5/6/2020","52","22","14","63","7","63","o3","SEDANG","DKI5"
"5/7/2020","67","24","18","69","9","69","o3","SEDANG","DKI5"
"5/8/2020","91","22","18","120","10","120","o3","TIDAK SEHAT","DKI5"
"5/9/2020","77","22","22","75","12","77","pm10","SEDANG","DKI4"
"5/10/2020","72","23","27","81","15","81","o3","SEDANG","DKI5"
"5/11/2020","54","24","18","83","8","83","o3","SEDANG","DKI5"
"5/12/2020","57","23","20","81","10","81","o3","SEDANG","DKI5"
"5/13/2020","55","22","17","79","8","79","o3","SEDANG","DKI5"
"5/14/2020","61","23","17","64","12","64","o3","SEDANG","DKI3"
"5/15/2020","66","23","18","62","9","66","pm10","SEDANG","DKI2"
"5/16/2020","65","23","17","77","8","77","o3","SEDANG","DKI5"
"5/17/2020","74","23","18","122","9","122","o3","TIDAK SEHAT","DKI5"
"5/18/2020","62","21","15","79","10","79","o3","SEDANG","DKI5"
"5/19/2020","42","23","15","119","13","119","o3","TIDAK SEHAT","DKI5"
"5/20/2020","61","23","14","73","9","73","o3","SEDANG","DKI4"
"5/21/2020","33","23","14","79","12","79","o3","SEDANG","DKI2"
"5/22/2020","70","22","16","88","17","88","o3","SEDANG","DKI5"
"5/23/2020","42","22","15","87","8","87","o3","SEDANG","DKI5"
"5/24/2020","62","21","26","65","11","65","o3","SEDANG","DKI2"
"5/25/2020","50","25","15","44","9","50","pm10","BAIK","DKI4"
"5/26/2020","52","42","18","45","8","52","pm10","SEDANG","DKI4"
"5/27/2020","37","22","12","76","10","76","o3","SEDANG","DKI2"
"5/28/2020","64","35","16","136","16","136","o3","TIDAK SEHAT","DKI5"
"5/29/2020","62","27","16","134","12","134","o3","TIDAK SEHAT","DKI5"
"5/30/2020","63","38","36","73","11","73","o3","SEDANG","DKI5"
"5/31/2020","54","32","28","66","9","66","o3","SEDANG","DKI5"
"1/1/2021","43","58","29","35","65","65","no2","SEDANG","DKI2"
"1/2/2021","58","86","38","64","80","86","so2","SEDANG","DKI3"
"1/3/2021","64","93","25","62","86","93","so2","SEDANG","DKI3"
"1/4/2021","50","67","24","31","77","77","no2","SEDANG","DKI2"
"1/5/2021","59","89","24","35","77","89","so2","SEDANG","DKI3"
"1/6/2021","73","81","29","66","85","85","no2","SEDANG","DKI2"
"1/7/2021","36","52","22","55","72","72","no2","SEDANG","DKI2"
"1/8/2021","38","68","26","51","71","71","no2","SEDANG","DKI2"
"1/9/2021","60","77","34","42","80","80","no2","SEDANG","DKI2"
"1/10/2021","24","39","16","38","59","59","no2","SEDANG","DKI2"
"1/11/2021","51","72","17","57","68","72","so2","SEDANG","DKI3"
"1/12/2021","29","58","20","44","77","77","no2","SEDANG","DKI2"
"1/13/2021","36","47","17","32","68","68","no2","SEDANG","DKI2"
"1/14/2021","36","78","20","38","65","78","so2","SEDANG","DKI3"
"1/15/2021","52","82","20","56","65","82","so2","SEDANG","DKI3"
"1/16/2021","70","92","19","38","67","92","so2","SEDANG","DKI3"
"1/17/2021","58","86","22","41","93","93","no2","SEDANG","DKI2"
"1/18/2021","51","64","21","37","78","78","no2","SEDANG","DKI2"
"1/19/2021","42","56","19","35","58","58","no2","SEDANG","DKI2"
"1/20/2021","54","45","17","33","72","72","no2","SEDANG","DKI2"
"1/21/2021","63","51","21","38","67","67","no2","SEDANG","DKI2"
"1/22/2021","84","112","32","54","67","112","so2","TIDAK SEHAT","DKI3"
"1/23/2021","89","126","47","61","104","126","so2","TIDAK SEHAT","DKI3"
"1/24/2021","64","90","19","31","75","90","so2","SEDANG","DKI3"
"1/25/2021","62","95","29","67","134","134","no2","TIDAK SEHAT","DKI2"
"1/26/2021","57","79","34","39","71","79","so2","SEDANG","DKI3"
"1/27/2021","33","37","25","20","63","63","no2","SEDANG","DKI2"
"1/28/2021","28","49","25","28","53","53","no2","SEDANG","DKI2"
"1/29/2021","30","53","26","36","65","65","no2","SEDANG","DKI2"
"1/30/2021","46","39","25","32","64","64","no2","SEDANG","DKI2"
"1/31/2021","41","55","24","29","68","68","no2","SEDANG","DKI2"
"2/1/2021","73","38","26","46","34","73","pm10","TIDAK SEHAT","DKI5"
"2/2/2021","53","40","14","55","25","55","o3","SEDANG","DKI3"
"2/3/2021","32","40","11","42","19","42","o3","SEDANG","DKI3"
"2/4/2021","36","40","14","47","24","47","o3","SEDANG","DKI5"
"2/5/2021","29","40","14","45","35","45","o3","SEDANG","DKI3"
"2/6/2021","34","40","8","57","15","57","o3","SEDANG","DKI2"
"2/7/2021","33","40","10","57","13","57","o3","SEDANG","DKI2"
"2/8/2021","26","39","10","54","17","54","o3","SEDANG","DKI2"
"2/9/2021","33","40","13","47","22","47","o3","SEDANG","DKI4"
"2/10/2021","50","40","13","49","16","50","pm10","SEDANG","DKI3"
"2/11/2021","38","43","13","35","17","43","so2","SEDANG","DKI3"
"2/12/2021","63","43","16","33","42","63","pm10","SEDANG","DKI3"
"2/13/2021","59","40","12","40","16","59","pm10","SEDANG","DKI3"
"2/14/2021","55","40","11","42","19","55","pm10","SEDANG","DKI3"
"2/15/2021","42","40","13","37","25","42","pm10","SEDANG","DKI4"
"2/16/2021","43","40","11","42","26","43","pm10","SEDANG","DKI4"
"2/17/2021","46","40","25","41","37","46","pm10","SEDANG","DKI5"
"2/18/2021","53","44","13","41","29","53","pm10","SEDANG","DKI3"
"2/19/2021","32","42","20","41","33","42","so2","SEDANG","DKI5"
"2/20/2021","45","39","13","53","20","53","o3","SEDANG","DKI4"
"2/21/2021","36","39","10","48","17","48","o3","SEDANG","DKI5"
"2/22/2021","68","42","22","41","40","68","pm10","TIDAK SEHAT","DKI3"
"2/23/2021","66","40","16","54","23","66","pm10","SEDANG","DKI3"
"2/24/2021","42","40","10","33","16","42","pm10","SEDANG","DKI4"
"2/25/2021","31","43","12","45","23","45","o3","SEDANG","DKI3"
"2/26/2021","48","43","13","40","20","48","pm10","SEDANG","DKI4"
"2/27/2021","59","44","15","50","31","59","pm10","SEDANG","DKI4"
"2/28/2021","68","40","18","60","18","68","pm10","TIDAK SEHAT","DKI4"
"3/1/2021","62","45","13","38","18","62","pm10","SEDANG","DKI3"
"3/2/2021","55","50","17","53","28","55","pm10","SEDANG","DKI4"
"3/3/2021","59","46","21","50","35","59","pm10","SEDANG","DKI3"
"3/4/2021","62","45","19","49","31","62","pm10","TIDAK SEHAT","DKI4"
"3/5/2021","65","54","16","59","30","65","pm10","SEDANG","DKI2"
"3/6/2021","71","59","25","52","42","71","pm10","SEDANG","DKI4"
"3/7/2021","64","41","23","51","31","64","pm10","TIDAK SEHAT","DKI5"
"3/8/2021","58","40","16","41","22","58","pm10","SEDANG","DKI4"
"3/9/2021","51","41","15","33","22","51","pm10","SEDANG","DKI3"
"3/10/2021","60","42","21","42","39","60","pm10","SEDANG","DKI5"
"3/11/2021","38","39","9","43","21","43","o3","SEDANG","DKI4"
"3/12/2021","66","41","19","45","25","66","pm10","SEDANG","DKI3"
"3/13/2021","53","41","13","41","25","53","pm10","SEDANG","DKI3"
"3/14/2021","52","41","16","37","21","52","pm10","SEDANG","DKI3"
"3/15/2021","55","42","18","49","34","55","pm10","SEDANG","DKI5"
"3/16/2021","67","46","13","57","36","67","pm10","TIDAK SEHAT","DKI4"
"3/17/2021","78","55","20","53","45","78","pm10","TIDAK SEHAT","DKI4"
"3/18/2021","78","45","16","74","40","78","pm10","TIDAK SEHAT","DKI4"
"3/19/2021","73","42","14","59","35","73","pm10","SEDANG","DKI5"
"3/20/2021","65","44","16","56","31","65","pm10","TIDAK SEHAT","DKI3"
"3/21/2021","81","41","16","51","17","81","pm10","TIDAK SEHAT","DKI3"
"3/22/2021","62","41","15","43","18","62","pm10","SEDANG","DKI3"
"3/23/2021","51","41","11","44","16","51","pm10","SEDANG","DKI3"
"3/24/2021","43","40","11","37","15","43","pm10","SEDANG","DKI3"
"3/25/2021","38","41","9","41","17","41","so2","SEDANG","DKI4"
"3/26/2021","57","42","19","53","28","57","pm10","SEDANG","DKI4"
"3/27/2021","62","49","13","63","33","63","o3","SEDANG","DKI4"
"3/28/2021","57","43","15","71","31","71","o3","SEDANG","DKI5"
"3/29/2021","65","48","19","67","37","67","o3","SEDANG","DKI5"
"3/30/2021","59","42","15","55","30","59","pm10","SEDANG","DKI4"
"3/31/2021","56","43","18","48","25","56","pm10","SEDANG","DKI4"
"4/1/2021","28","41","11","43","19","43","o3","SEDANG","DKI3"
"4/2/2021","51","44","11","42","19","51","pm10","SEDANG","DKI3"
"4/3/2021","39","42","9","57","22","57","o3","SEDANG","DKI4"
"4/4/2021","68","43","30","49","37","68","pm10","TIDAK SEHAT","DKI3"
"4/5/2021","61","43","15","59","28","61","pm10","SEDANG","DKI3"
"4/6/2021","43","43","10","36","18","43","pm10","SEDANG","DKI2"
"4/7/2021","30","42","11","43","19","43","o3","SEDANG","DKI2"
"4/8/2021","39","51","12","40","22","51","so2","SEDANG","DKI2"
"4/9/2021","55","43","14","49","28","55","pm10","SEDANG","DKI5"
"4/10/2021","64","43","16","50","29","64","pm10","TIDAK SEHAT","DKI3"
"4/11/2021","66","50","18","60","31","66","pm10","TIDAK SEHAT","DKI4"
"4/12/2021","69","51","20","54","31","69","pm10","SEDANG","DKI2"
"4/13/2021","70","63","18","64","40","70","pm10","SEDANG","DKI2"
"4/14/2021","65","55","16","65","32","65","pm10","SEDANG","DKI2"
"4/15/2021","67","55","27","50","42","67","pm10","SEDANG","DKI5"
"4/16/2021","69","55","20","50","44","69","pm10","SEDANG","DKI2"
"4/17/2021","67","43","20","39","41","67","pm10","TIDAK SEHAT","DKI5"
"4/18/2021","57","42","16","32","26","57","pm10","SEDANG","DKI5"
"4/19/2021","63","52","14","41","30","63","pm10","TIDAK SEHAT","DKI5"
"4/20/2021","64","52","12","55","30","64","pm10","SEDANG","DKI2"
"4/21/2021","76","56","19","50","37","76","pm10","TIDAK SEHAT","DKI5"
"4/22/2021","63","52","14","60","40","63","pm10","SEDANG","DKI4"
"4/23/2021","75","51","16","65","42","75","pm10","TIDAK SEHAT","DKI4"
"4/24/2021","88","61","18","73","40","88","pm10","TIDAK SEHAT","DKI2"
"4/25/2021","74","55","17","58","36","74","pm10","TIDAK SEHAT","DKI4"
"4/26/2021","64","52","11","59","24","64","pm10","TIDAK SEHAT","DKI4"
"4/27/2021","75","51","12","65","28","75","pm10","TIDAK SEHAT","DKI4"
"4/28/2021","61","51","15","56","34","61","pm10","SEDANG","DKI4"
"4/29/2021","69","60","17","44","38","69","pm10","SEDANG","DKI2"
"4/30/2021","71","57","18","55","42","71","pm10","SEDANG","DKI2"
"5/1/2021","66","51","15","57","33","66","pm10","TIDAK SEHAT","DKI3"
"5/2/2021","55","47","13","53","17","55","pm10","SEDANG","DKI4"
"5/3/2021","61","50","10","51","20","61","pm10","SEDANG","DKI4"
"5/4/2021","74","54","18","39","26","74","pm10","TIDAK SEHAT","DKI4"
"5/5/2021","73","53","20","45","38","73","pm10","TIDAK SEHAT","DKI4"
"5/6/2021","57","53","16","66","38","66","o3","SEDANG","DKI4"
"5/7/2021","67","61","26","151","45","151","o3","TIDAK SEHAT","DKI3"
"5/8/2021","60","53","12","71","28","71","o3","SEDANG","DKI4"
"5/9/2021","46","46","9","61","21","61","o3","SEDANG","DKI4"
"5/10/2021","55","51","10","66","21","66","o3","SEDANG","DKI3"
"5/11/2021","69","50","12","57","24","69","pm10","TIDAK SEHAT","DKI4"
"5/12/2021","67","52","10","63","21","67","pm10","TIDAK SEHAT","DKI4"
"5/13/2021","81","49","14","48","20","81","pm10","TIDAK SEHAT","DKI5"
"5/14/2021","56","51","9","52","14","56","pm10","SEDANG","DKI5"
"5/15/2021","62","54","11","40","19","62","pm10","SEDANG","DKI4"
"5/16/2021","54","50","9","52","16","54","pm10","SEDANG","DKI4"
"5/17/2021","54","55","11","51","24","55","so2","SEDANG","DKI5"
"5/18/2021","41","48","10","49","26","49","o3","SEDANG","DKI3"
"5/19/2021","61","52","17","55","36","61","pm10","SEDANG","DKI4"
"5/20/2021","66","53","12","56","27","66","pm10","TIDAK SEHAT","DKI4"
"5/21/2021","60","58","15","65","34","65","o3","SEDANG","DKI4"
"5/22/2021","64","62","16","66","36","66","o3","SEDANG","DKI2"
"5/23/2021","73","64","31","57","40","73","pm10","TIDAK SEHAT","DKI5"
"5/24/2021","86","74","26","72","38","86","pm10","TIDAK SEHAT","DKI4"
"5/25/2021","56","52","15","66","35","66","o3","SEDANG","DKI5"
"5/26/2021","62","52","12","64","24","64","o3","SEDANG","DKI4"
"5/27/2021","60","52","10","62","20","62","o3","SEDANG","DKI4"
"5/28/2021","66","53","12","63","24","66","pm10","SEDANG","DKI4"
"5/29/2021","60","46","14","66","32","66","o3","SEDANG","DKI4"
"5/30/2021","53","55","17","51","29","55","so2","SEDANG","DKI4"
"5/31/2021","62","49","20","71","37","71","o3","SEDANG","DKI4"
"6/1/2021","73","50","18","64","35","73","pm10","TIDAK SEHAT","DKI3"
"6/2/2021","68","54","20","76","38","76","o3","SEDANG","DKI4"
"6/3/2021","68","57","20","61","41","68","pm10","SEDANG","DKI2"
"6/4/2021","66","48","13","76","30","76","o3","SEDANG","DKI4"
"6/5/2021","64","51","20","65","38","65","o3","SEDANG","DKI4"
"6/6/2021","63","50","15","72","32","72","o3","SEDANG","DKI3"
"6/7/2021","61","52","15","68","31","68","o3","SEDANG","DKI4"
"6/8/2021","70","53","16","72","38","72","o3","TIDAK SEHAT","DKI4"
"6/9/2021","68","54","14","67","34","68","pm10","TIDAK SEHAT","DKI4"
"6/10/2021","71","56","23","48","47","71","pm10","TIDAK SEHAT","DKI4"
"6/11/2021","65","51","15","61","40","65","pm10","SEDANG","DKI4"
"6/12/2021","67","54","17","57","35","67","pm10","SEDANG","DKI4"
"6/13/2021","55","52","14","58","25","58","o3","SEDANG","DKI4"
"6/14/2021","69","53","13","58","26","69","pm10","TIDAK SEHAT","DKI4"
"6/15/2021","73","52","13","44","29","73","pm10","TIDAK SEHAT","DKI3"
"6/16/2021","67","66","25","43","55","67","pm10","SEDANG","DKI5"
"6/17/2021","66","51","28","44","41","66","pm10","TIDAK SEHAT","DKI4"
"6/18/2021","77","59","23","49","45","77","pm10","TIDAK SEHAT","DKI4"
"6/19/2021","64","59","21","41","45","64","pm10","TIDAK SEHAT","DKI4"
"6/20/2021","81","66","26","44","58","81","pm10","TIDAK SEHAT","DKI4"
"6/21/2021","62","55","16","44","35","62","pm10","SEDANG","DKI4"
"6/22/2021","59","54","16","38","35","59","pm10","SEDANG","DKI4"
"6/23/2021","66","52","17","51","43","66","pm10","TIDAK SEHAT","DKI4"
"6/24/2021","80","54","19","42","52","80","pm10","TIDAK SEHAT","DKI4"
"6/25/2021","85","58","30","40","63","85","pm10","TIDAK SEHAT","DKI4"
"6/26/2021","67","53","10","53","23","67","pm10","TIDAK SEHAT","DKI4"
"6/27/2021","72","57","22","57","41","72","pm10","TIDAK SEHAT","DKI4"
"6/28/2021","65","53","18","61","38","65","pm10","TIDAK SEHAT","DKI4"
"6/29/2021","75","52","24","51","50","75","pm10","TIDAK SEHAT","DKI5"
"6/30/2021","79","57","19","55","38","79","pm10","TIDAK SEHAT","DKI4"
"7/1/2021","64","53","14","48","31","64","pm10","TIDAK SEHAT","DKI4"
"7/2/2021","68","56","23","40","51","68","pm10","TIDAK SEHAT","DKI4"
"7/3/2021","80","54","13","44","27","80","pm10","TIDAK SEHAT","DKI4"
"7/4/2021","94","51","15","50","25","94","pm10","TIDAK SEHAT","DKI4"
"7/5/2021","83","56","13","62","26","83","pm10","TIDAK SEHAT","DKI4"
"7/6/2021","68","51","10","55","29","68","pm10","TIDAK SEHAT","DKI3"
